,TWEETS,Cleaned_TWEETS,Lemmatized_TWEETS,Predictions of TASK
648,AOC fuck off.  I have had Chinese about 6 times since all this bullshit happened.  Go back to being a fake ass bart\xe2\x80\xa6 https://t.co/DPkbxoGQxu,"[('fuck', 'JJ'), ('chines', 'NNS'), ('time', 'NN'), ('sinc', 'NN'), ('bullshit', 'VBD'), ('happen', 'VB'), ('back', 'RB'), ('fake', 'JJ'), ('bart', 'NN'), ('http', 'NN'), ('dpkbxogqxu', 'NN')]",fuck chine time sinc bullshit happen back fake bart http dpkbxogqxu,1
649,Me when i hear about the planes from Wuhan coming to California https://t.co/LjWy1EtzwJ,"[('hear', 'JJ'), ('plane', 'NN'), ('wuhan', 'VBD'), ('come', 'VBN'), ('california', 'NN'), ('http', 'NN'), ('ljwi', 'NN'), ('etzwj', 'NN')]",hear plane wuhan come california http ljwi etzwj,2
650,I\xe2\x80\x99m looking forward to waiting for 2 hours  be seated at a restaurant after this is all over . #coronapocalypse,"[('look', 'VB'), ('forward', 'JJ'), ('wait', 'VB'), ('hour', 'NN'), ('seat', 'NN'), ('restaur', 'NN'), ('coronapocalyps', 'NN')]",look forward wait hour seat restaur coronapocalyps,2
651,The infectious disease expert explained h big gripe with the press conferences. https://t.co/MtPfp16Kt3 via @HuffPostPol,"[('infecti', 'NN'), ('diseas', 'NNS'), ('expert', 'VBP'), ('explain', 'VB'), ('gripe', 'JJ'), ('press', 'NN'), ('confer', 'NN'), ('http', 'JJ'), ('mtpfp', 'NN'), ('huffpostpol', 'NN')]",infecti diseas expert explain gripe press confer http mtpfp huffpostpol,1
652,This x 1000,"[('thi', 'NN')]",thi,2
653,Sad! We were there when we found out Kobe died. @camelliatse https://t.co/vYVwNHZwJe,"[('found', 'VBN'), ('kobe', 'NN'), ('die', 'NN'), ('camelliats', 'NNS'), ('http', 'VBP'), ('vyvwnhzwj', 'NN')]",find kobe die camelliats http vyvwnhzwj,2
654,Best tweet today,"[('best', 'JJS'), ('tweet', 'NN'), ('today', 'NN')]",best tweet today,1
655,@AaronTheEra,"[('aarontheera', 'NN')]",aarontheera,2
656,death cult. love to do equal justice under the law!,"[('death', 'NN'), ('cult', 'NN'), ('love', 'VBP'), ('equal', 'JJ'), ('justic', 'NN')]",death cult love equal justic,0
657,Actually dreamt I was in a grocery story with no mask and could find all the toilet paper and chlorox wipes I could ever need. This is not a joke. #COVID #Coronavirus #Lockdown,"[('actual', 'JJ'), ('dreamt', 'NN'), ('groceri', 'NN'), ('stori', 'NN'), ('mask', 'NN'), ('could', 'MD'), ('find', 'VB'), ('toilet', 'JJ'), ('paper', 'NN'), ('chlorox', 'NN'), ('wipe', 'NN'), ('could', 'MD'), ('ever', 'RB'), ('need', 'VB'), ('thi', 'NNS'), ('joke', 'VB'), ('covid', 'JJ'), ('coronaviru', 'NNS'), ('lockdown', 'VBP')]",actual dreamt groceri stori mask could find toilet paper chlorox wipe could ever need thi joke covid coronaviru lockdown,0
658,Yes certainly true !,"[('certainli', 'NN'), ('true', 'JJ')]",certainli true,2
659,@mclemoremr thank you for sharing the link.,"[('mclemoremr', 'NN'), ('thank', 'NN'), ('share', 'NN'), ('link', 'NN')]",mclemoremr thank share link,2
660,#LifeInTheTimeOfCorona https://t.co/jVptZuEOZI,"[('lifeinthetimeofcorona', 'JJ'), ('http', 'NN'), ('jvptzueozi', 'NN')]",lifeinthetimeofcorona http jvptzueozi,2
661,@TheJimmerCheese Lmao no it\xe2\x80\x99s not corona! https://t.co/qgwsZnXrr5,"[('thejimmerchees', 'NNS'), ('lmao', 'VBP'), ('corona', 'JJ'), ('http', 'NN'), ('qgwsznxrr', 'NN')]",thejimmerchees lmao corona http qgwsznxrr,2
662,Ya\xe2\x80\x99sou @tomhanks !,"[('tomhank', 'NN')]",tomhank,2
663,Isn\xe2\x80\x99t this how resident evil started,"[('resid', 'NN'), ('evil', 'JJ'), ('start', 'NN')]",resid evil start,2
664,@mamachavz We have corona virus,"[('mamachavz', 'NN'), ('corona', 'NN'), ('viru', 'NN')]",mamachavz corona viru,0
665,@gopchairwoman @KellyannePolls @PressSec @HouseGOP @SenateGOP @senatemajldr @gopleader @charliekirk11 @CarmineSabia @dbongino @JackPosobiec @seanhannity @IngrahamAngle @TrumpWarRoom @foxnews @foxandfriends @kilmeade @SteveDoocy @OANN @larryelder @marklevinshow @FoxNewsSunday,"[('gopchairwoman', 'NN'), ('kellyannepol', 'VBZ'), ('presssec', 'JJ'), ('housegop', 'NN'), ('senategop', 'NN'), ('senatemajldr', 'NN'), ('goplead', 'NN'), ('charliekirk', 'NN'), ('carminesabia', 'NN'), ('dbongino', 'NN'), ('jackposobiec', 'NN'), ('seanhann', 'NN'), ('ingrahamangl', 'NN'), ('trumpwarroom', 'NN'), ('foxnew', 'VBD'), ('foxandfriend', 'JJ'), ('kilmead', 'NN'), ('stevedooci', 'NN'), ('oann', 'JJ'), ('larryeld', 'NN'), ('marklevinshow', 'NN'), ('foxnewssunday', 'NN')]",gopchairwoman kellyannepol presssec housegop senategop senatemajldr goplead charliekirk carminesabia dbongino jackposobiec seanhann ingrahamangl trumpwarroom foxnew foxandfriend kilmead stevedooci oann larryeld marklevinshow foxnewssunday,1
666,everyone get out of TV- bc i\xe2\x80\x99ve witnessed a robbery &amp; 3breakdowns (w cops) at diff grocery stores around hollywood  &amp; my citzen app has notified me of 6other food source robberies- stores &amp; shoppers outside   #CongressPassUBI #Covid_19,"[('everyon', 'NN'), ('wit', 'NN'), ('robberi', 'VBP'), ('breakdown', 'VBN'), ('cop', 'JJ'), ('diff', 'NN'), ('groceri', 'NN'), ('store', 'NN'), ('around', 'IN'), ('hollywood', 'NN'), ('citzen', 'NNS'), ('notifi', 'RB'), ('food', 'NN'), ('sourc', 'NN'), ('robberi', 'NN'), ('store', 'NN'), ('shopper', 'NN'), ('outsid', 'NN'), ('congresspassubi', 'NN'), ('covid', 'NN')]",everyon wit robberi breakdown cop diff groceri store around hollywood citzen notifi food sourc robberi store shopper outsid congresspassubi covid,1
667,@kcranews why not tell us how many have recovered from #coronavirus #COVID19,"[('kcranew', 'NNS'), ('tell', 'VBP'), ('mani', 'RB'), ('recov', 'JJ'), ('coronaviru', 'NN'), ('covid', 'NN')]",kcranew tell mani recov coronaviru covid,1
668,Follow our Facebook page as our post tonight will delineate more specifically the age and chronic condition related risk both on acquisition and poorer prognosis of #COVID19,"[('follow', 'JJ'), ('facebook', 'NN'), ('page', 'NN'), ('post', 'NN'), ('tonight', 'NN'), ('delin', 'NN'), ('specif', 'NN'), ('chronic', 'JJ'), ('condit', 'NN'), ('relat', 'NN'), ('risk', 'NN'), ('acquisit', 'VBP'), ('poorer', 'JJR'), ('prognosi', 'NN'), ('covid', 'NN')]",follow facebook page post tonight delin specif chronic condit relat risk acquisit poor prognosi covid,0
669,https://t.co/w6TJcZ5nAD here for you average Ethiopia person U.S. citizens sign language they express U.S. Jewish people's steak actress including corona virs Strio. Make sure wash your hands before you touch any things.,"[('http', 'NN'), ('tjcz', 'NN'), ('averag', 'NN'), ('ethiopia', 'VBP'), ('person', 'NN'), ('citizen', 'JJ'), ('sign', 'NN'), ('languag', 'NN'), ('express', 'NN'), ('jewish', 'JJ'), ('peopl', 'NN'), ('steak', 'NN'), ('actress', 'NN'), ('includ', 'NN'), ('corona', 'NN'), ('vir', 'NN'), ('strio', 'NN'), ('make', 'VBP'), ('sure', 'JJ'), ('wash', 'JJ'), ('hand', 'NN'), ('touch', 'JJ'), ('thing', 'NN')]",http tjcz averag ethiopia person citizen sign languag express jewish peopl steak actress includ corona vir strio make sure wash hand touch thing,1
670,You mean Obama did not leave a stockpile of N95 masks in anticipation of the Coronavirus?  Damn!!! How disrespectful,"[('mean', 'JJ'), ('obama', 'NN'), ('leav', 'NN'), ('stockpil', 'NN'), ('mask', 'NN'), ('anticip', 'NN'), ('coronaviru', 'NN'), ('damn', 'NN'), ('disrespect', 'NN')]",mean obama leav stockpil mask anticip coronaviru damn disrespect,1
671,New video: Coronavirus Car Isolation with No Showers \xf0\x9f\xa5\xb4  https://t.co/IwliyJ5Vip https://t.co/XbBLB39sS8,"[('video', 'NN'), ('coronaviru', 'NN'), ('isol', 'NN'), ('shower', 'NN'), ('http', 'NN'), ('iwliyj', 'NN'), ('http', 'NN'), ('xbblb', 'NN')]",video coronaviru isol shower http iwliyj http xbblb,1
672,@waltshaub @ehananoki https://t.co/8bXLchtB1W,"[('waltshaub', 'NN'), ('ehananoki', 'NN'), ('http', 'NN'), ('bxlchtb', 'NN')]",waltshaub ehananoki http bxlchtb,2
673,\xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f,[],,2
674,Ofc south Whittier,"[('south', 'RB'), ('whittier', 'NN')]",south whittier,2
675,YALL SCARWD ME HAD TO RE READ THIS,"[('yall', 'NN'), ('scarwd', 'NN'), ('read', 'VBD'), ('thi', 'NN')]",yall scarwd read thi,2
676,TODAY: The New Business Community Law Clinic is hosting a Workshop: How Your Business Can Survive Covid-19 - Suppor\xe2\x80\xa6 https://t.co/yqGi7dJaNl,"[('today', 'NN'), ('busi', 'VBP'), ('commun', 'NN'), ('clinic', 'NN'), ('host', 'NN'), ('workshop', 'VB'), ('your', 'PRP$'), ('busi', 'NN'), ('surviv', 'NN'), ('covid', 'NN'), ('suppor', 'NN'), ('http', 'NN'), ('yqgi', 'NN'), ('djanl', 'NN')]",today busi commun clinic host workshop busi surviv covid suppor http yqgi djanl,1
677,@dubs_kc @maltybrandon @charliekirk11 Your master is recruiting \xf0\x9f\x98\x80 https://t.co/pxZrTUyiZ1,"[('dub', 'NN'), ('maltybrandon', 'NNS'), ('charliekirk', 'VBP'), ('your', 'PRP$'), ('master', 'NN'), ('recruit', 'NN'), ('http', 'NN'), ('pxzrtuyiz', 'NN')]",dub maltybrandon charliekirk master recruit http pxzrtuyiz,2
678,\xe2\x81\xa3Please donate to support our efforts. Our Cash App handle is $JenesseCenter.\xe2\x81\xa3 \xe2\x81\xa3 #coronavirus #thealist #instagramtakeover #safesathome #quarantine #dv #domesticviolence #sunday #takeover,"[('pleas', 'NNS'), ('donat', 'VBP'), ('support', 'NN'), ('effort', 'NN'), ('cash', 'NN'), ('handl', 'NN'), ('jenessecent', 'NN'), ('coronaviru', 'NN'), ('thealist', 'NN'), ('instagramtakeov', 'NN'), ('safesathom', 'NN'), ('quarantin', 'NN'), ('domesticviol', 'NN'), ('sunday', 'NN'), ('takeov', 'NN')]",plea donat support effort cash handl jenessecent coronaviru thealist instagramtakeov safesathom quarantin domesticviol sunday takeov,2
679,Stable genius.,"[('stabl', 'NN'), ('geniu', 'NN')]",stabl geniu,2
680,@realDonaldTrump Hey trump no one is trying to protect China.  This is just another ploy to divert attention from the fact that thru your incompetent behavior and arrogance the USA is world leader in Covid-19 deaths. Not -20 because you about it in Nov2019. #Trump #KAG2020 #MAGA2020 #KAG,"[('realdonaldtrump', 'NN'), ('trump', 'NN'), ('tri', 'NN'), ('protect', 'VBP'), ('china', 'NN'), ('thi', 'NN'), ('anoth', 'DT'), ('ploy', 'NN'), ('divert', 'JJ'), ('attent', 'JJ'), ('fact', 'NN'), ('thru', 'IN'), ('incompet', 'JJ'), ('behavior', 'NN'), ('arrog', 'JJ'), ('world', 'NN'), ('leader', 'NN'), ('covid', 'JJ'), ('death', 'NN'), ('trump', 'NN'), ('maga', 'NN')]",realdonaldtrump trump tri protect china thi anoth ploy divert attent fact thru incompet behavior arrog world leader covid death trump maga,0
681,Can\xe2\x80\x99t blame traders for taking 20% profits for the day in $TVIX but that\xe2\x80\x99s \xe2\x80\x98not the smart play\xe2\x80\x99 looking at the big\xe2\x80\xa6 https://t.co/8aTijVFfFU,"[('blame', 'JJ'), ('trader', 'NN'), ('take', 'VB'), ('profit', 'NN'), ('tvix', 'NN'), ('smart', 'JJ'), ('play', 'NN'), ('look', 'NN'), ('http', 'NN'), ('atijvfffu', 'NN')]",blame trader take profit tvix smart play look http atijvfffu,0
682,This  administration fcuks up everything.,"[('thi', 'NN'), ('administr', 'NN'), ('fcuk', 'NN'), ('everyth', 'NN')]",thi administr fcuk everyth,0
683,I\xe2\x80\x99m scared to leave my house this corona virus is in Ontario I don\xe2\x80\x99t know if it was at my school today like is it safe to go to work and school right now ?\xf0\x9f\x98\xad people are dying and not taking this seriously \xf0\x9f\x98\x92 this is an epidemic \xf0\x9f\x98\xb7 I want a mask ....,"[('scare', 'NN'), ('leav', 'VBZ'), ('hous', 'JJ'), ('corona', 'NNS'), ('viru', 'VBP'), ('ontario', 'NN'), ('know', 'VBP'), ('school', 'NN'), ('today', 'NN'), ('like', 'IN'), ('safe', 'JJ'), ('work', 'NN'), ('school', 'NN'), ('right', 'RB'), ('peopl', 'NN'), ('die', 'NNS'), ('take', 'VBP'), ('serious', 'JJ'), ('epidem', 'NN'), ('want', 'VBP'), ('mask', 'NN')]",scare leav hous corona viru ontario know school today like safe work school right peopl die take serious epidem want mask,0
684,Traveling increased during the lunar New Year. Who knew what when?,"[('travel', 'NN'), ('increas', 'NNS'), ('lunar', 'VBP'), ('year', 'NN'), ('knew', 'NN')]",travel increas lunar year knew,2
685,All the late night TV shows to start taping without studio audiences next week. #coronavirus https://t.co/Fn6ka57djP,"[('late', 'RB'), ('night', 'NN'), ('show', 'VB'), ('start', 'JJ'), ('tape', 'NN'), ('without', 'IN'), ('studio', 'NN'), ('audienc', 'NN'), ('next', 'IN'), ('week', 'NN'), ('coronaviru', 'NN'), ('http', 'NN')]",late night show start tape without studio audienc next week coronaviru http,1
686,From The Daily Telegraph in Oz  https://t.co/hkA8acAaUC,"[('from', 'IN'), ('daili', 'JJ'), ('telegraph', 'NN'), ('http', 'NN'), ('acaauc', 'NN')]",daili telegraph http acaauc,2
687,https://t.co/Aau86qgZzQ,"[('http', 'NN'), ('qgzzq', 'NN')]",http qgzzq,2
688,I feel you brother! \xf0\x9f\x98\x8f,"[('feel', 'NN'), ('brother', 'NN')]",feel brother,2
689,#YNWA,"[('ynwa', 'NN')]",ynwa,2
690,Weird contrarians in my feed be like BuT ChInA wAS aN aGrAriAn SoCiEtY. The Cultural Revolution ended in the mid 70\xe2\x80\xa6 https://t.co/3o5IapO83j,"[('weird', 'JJ'), ('contrarian', 'JJ'), ('feed', 'NN'), ('like', 'IN'), ('china', 'NN'), ('agrarian', 'JJ'), ('societi', 'NN'), ('cultur', 'NN'), ('revolut', 'JJ'), ('end', 'NN'), ('http', 'NN'), ('iapo', 'NN')]",weird contrarian feed like china agrarian societi cultur revolut end http iapo,1
691,https://t.co/Tt5X7s5WoB #StayHome,"[('http', 'NN'), ('stayhom', 'NN')]",http stayhom,2
692,Look at Lil Bow Wow y\xe2\x80\x99all,"[('look', 'NN')]",look,0
693,DW (English): Coronavirus latest: Entire European Union has COVID-19. https://t.co/U2fQi1xnvY  via @GoogleNews,"[('english', 'JJ'), ('coronaviru', 'NN'), ('latest', 'JJS'), ('entir', 'JJ'), ('european', 'JJ'), ('union', 'NN'), ('covid', 'NN'), ('http', 'NN'), ('xnvi', 'CD'), ('googlenew', 'NN')]",english coronaviru late entir european union covid http xnvi googlenew,1
694,Thanks for getting back to me in a timely manner\xe2\x80\xa6 I can feel the care.,"[('thank', 'NN'), ('get', 'VB'), ('back', 'RB'), ('time', 'NN'), ('manner', 'NN'), ('feel', 'NN'), ('care', 'NN')]",thank get back time manner feel care,0
695,"Just like the prison systems in California and New York, #COVID19 disproportionately harms and kills Black, Brown, Indigenous, Native, and People of Color. To take a stand against racism and #StopTheSpread, we need\xe2\x80\xa6 https://t.co/5QuXpqEfQL
We\xe2\x80\x99re fucked. \xf0\x9f\x99\x83.
Joss &amp; Main\xe2\x80\x99s Sale of the Season Is On\xe2\x80\x94and Everything\xe2\x80\x99s Up to 70% Off https://t.co/qX7L5jofeU #ActiveRealty #Actvre #Corona #Articles #realestate #season #sale #everything https://t.co/KYyZFLbP5r
@GOPLeader @millanpatterson The old Democrat is worse then the socialist scapegoat crat' it's all their plan. All D\xe2\x80\xa6 https://t.co/VeT3pi1f6s
@RazLPL @KelseyRemige @Portilho he spilled some corona on the floor and i haven\xe2\x80\x99t forgiven him yet
The Coronavirus pandemic has demonstrated just how incompetent political ideologues are when it comes to actually managing. Wherever political hacks are in charge citizens are paying a severe price in both livelihood and civil rights.
It\xe2\x80\x99s Tissue Tuesday! No I don\xe2\x80\x99t cave Corona virus, I\xe2\x80\x99m just allergic to responsibility...and life in general...#wanderlust #adventureisoutthere #calilife #allergiesallaround @ Santa Clara, California https://t.co/O2K449nzdH
\xf0\x9f\x9a\xa8BREAKING! Please join this FREE webinar in SPANISH for small business owners on federal #COVID19 disaster loans &amp; the Paycheck Protection Program under the CARES Relief package THIS FRIDAY, April 17 (10-11Am). Thank U @MontereyCoBiz &amp; @CalCoastalSBDC!! https://t.co/4OpXL0TvHe
@RepAndyBiggsAZ I trust Adam Schiff LESS than oxygen tanks made in Wuhan, China. \xf0\x9f\x98\x82
\xe2\x80\x9cCovid-19\xe2\x80\x9d\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x9e\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x98\xe0\xb8\xb8\xe0\xb9\x8c \xe0\xb8\x9d\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\x95\xe0\xb8\xb1\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\x9949\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99 \xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb9\x81\xe0\xb8\xaa\xe0\xb8\x94\xe0\xb8\x87\xe0\xb8\xad\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3 | 03 \xe0\xb9\x80\xe0\xb8\xa1.\xe0\xb8\xa2. 63 | TNN \xe0\xb8\x82\xe0\xb9\x88\xe0\xb8\xb2... https://t.co/3jInjSp2XZ via @YouTube
I understand why we are wearing masks but someone please explain why some people are wearing them when they are driving in their cars alone? #facemasks #COVID19 #Corona
Ok...go for it @RealCandaceO I\xe2\x80\x99ll just sit back home in my Tin foil hat and watch your stupid ass get covid-19\xf0\x9f\x99\x84
Ohio leading the way. @MikeDeWine
Which will be the lucky loser to refund me for my dinner tonight ? Cashapp: $suprememaster809  #findom #refund #master #kfc #LosAngeles #COVID19 https://t.co/FjVKnXGeoR
And this is only the reported death tolls!! Think about it!!
When you sneeze at the grocery store and everyone around you sends daggers through you with their eyes \xf0\x9f\x91\x80\xf0\x9f\x91\x80   My soul has been punctured. #coronavirus https://t.co/d4kqs10vXs
I want to play home run derby so bad now.
Nice work @jkanner1!
UGH: American Woman Who Left Cruise Ship Tests Positive for Coronavirus. \xe2\x80\x9cAn American woman who left\xe2\x80\xa6 https://t.co/iUskErhMpZ
We're fucked
Don\xe2\x80\x99t surprise me one bit.. she\xe2\x80\x99s Dolly fuckin Parton!!
My horoscope didn\xe2\x80\x99t say anything about the coronavirus ruining my life
Every person should listen to this. Every minute of it.
I\xe2\x80\x99m trying to think of way to make a tweet that isn\xe2\x80\x99t related to Coronavirus.
@JohnRaphael It\xe2\x80\x99s a new type of coronavirus, new = novel
Amazing. Chilling to the bone.
I\xe2\x80\x99ve been blown away by the reporting in @TheAtlantic lately. Glad I subscribed and I hope more ppl will do the same
\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f
@realDonaldTrump #Evil
This picture of you deviated my sooo bad. I got\'s to make my way back to Crown Town"" Corona. Motel 6 Ha ha Harbor Area but ain\'t nothing funny \xf0\x9f\x98\x8e @ Crunch Fitness https://t.co/HHxCHQg81p","[('just', 'RB'), ('like', 'IN'), ('prison', 'NN'), ('system', 'NN'), ('california', 'NN'), ('york', 'NN'), ('covid', 'NN'), ('disproportion', 'NN'), ('harm', 'NN'), ('kill', 'VB'), ('black', 'JJ'), ('brown', 'JJ'), ('indigen', 'NN'), ('nativ', 'NN'), ('peopl', 'NN'), ('color', 'NN'), ('take', 'NN'), ('stand', 'VBP'), ('racism', 'NN'), ('stopthespread', 'VBP'), ('need', 'NN'), ('http', 'NN'), ('quxpqefql', 'JJ'), ('fuck', 'NN'), ('joss', 'NN'), ('main', 'JJ'), ('sale', 'NN'), ('season', 'NN'), ('everyth', 'NN'), ('http', 'NN'), ('jofeu', 'NN'), ('activerealti', 'NN'), ('actvr', 'NN'), ('corona', 'NN'), ('articl', 'NN'), ('realest', 'NN'), ('season', 'NN'), ('sale', 'NN'), ('everyth', 'NN'), ('http', 'NN'), ('kyyzflbp', 'NN'), ('goplead', 'NN'), ('millanpatterson', 'NN'), ('democrat', 'NN'), ('wors', 'NNS'), ('socialist', 'VBP'), ('scapegoat', 'JJ'), ('crat', 'NN'), ('plan', 'NN'), ('http', 'VBP'), ('razlpl', 'JJ'), ('kelseyremig', 'NN'), ('portilho', 'NN'), ('spill', 'NN'), ('corona', 'JJ'), ('floor', 'NN'), ('forgiven', 'RB'), ('coronaviru', 'VBD'), ('pandem', 'JJ'), ('demonstr', 'NN'), ('incompet', 'NN'), ('polit', 'NN'), ('ideologu', 'JJ'), ('come', 'VBP'), ('actual', 'JJ'), ('manag', 'NN'), ('wherev', 'NN'), ('polit', 'NN'), ('hack', 'NN'), ('charg', 'NN'), ('citizen', 'JJ'), ('pay', 'NN'), ('sever', 'NN'), ('price', 'NN'), ('livelihood', 'VBD'), ('civil', 'JJ'), ('right', 'NN'), ('tissu', 'NN'), ('tuesday', 'NN'), ('cave', 'VBP'), ('corona', 'VBN'), ('viru', 'JJ'), ('allerg', 'NN'), ('respons', 'NNS'), ('life', 'NN'), ('gener', 'NN'), ('wanderlust', 'VBP'), ('adventureisoutther', 'RB'), ('calilif', 'JJ'), ('allergiesallaround', 'IN'), ('santa', 'JJ'), ('clara', 'NN'), ('california', 'NN'), ('http', 'NN'), ('nzdh', 'JJ'), ('break', 'NN'), ('pleas', 'NNS'), ('join', 'VBP'), ('free', 'JJ'), ('webinar', 'NN'), ('spanish', 'JJ'), ('small', 'JJ'), ('busi', 'NN'), ('owner', 'NN'), ('feder', 'NN'), ('covid', 'NN'), ('disast', 'NN'), ('loan', 'NN'), ('paycheck', 'NN'), ('protect', 'VBP'), ('program', 'NN'), ('care', 'NN'), ('relief', 'NN'), ('packag', 'NN'), ('thi', 'NN'), ('friday', 'JJ'), ('april', 'JJ'), ('thank', 'NN'), ('montereycobiz', 'NN'), ('calcoastalsbdc', 'NN'), ('http', 'NN'), ('opxl', 'NN'), ('tvhe', 'NN'), ('repandybiggsaz', 'NN'), ('trust', 'NN'), ('adam', 'NN'), ('schiff', 'NN'), ('less', 'JJR'), ('oxygen', 'NN'), ('tank', 'NN'), ('made', 'VBD'), ('wuhan', 'JJ'), ('china', 'NN'), ('ccovid', 'NN'), ('http', 'NN'), ('jinjsp', 'NN'), ('youtub', 'NN'), ('understand', 'VBP'), ('wear', 'JJ'), ('mask', 'NN'), ('someon', 'NN'), ('pleas', 'NNS'), ('explain', 'VBP'), ('peopl', 'JJ'), ('wear', 'VBP'), ('drive', 'JJ'), ('car', 'NN'), ('alon', 'NN'), ('facemask', 'NN'), ('covid', 'NN'), ('corona', 'NN'), ('realcandaceo', 'NN'), ('back', 'RB'), ('home', 'NN'), ('foil', 'NN'), ('watch', 'NN'), ('stupid', 'NN'), ('covid', 'NN'), ('ohio', 'JJ'), ('lead', 'NN'), ('mikedewin', 'NN'), ('which', 'WDT'), ('lucki', 'VBZ'), ('loser', 'JJR'), ('refund', 'NN'), ('dinner', 'NN'), ('tonight', 'VBD'), ('cashapp', 'NNS'), ('suprememast', 'JJ'), ('findom', 'NN'), ('refund', 'NN'), ('master', 'NN'), ('losangel', 'NN'), ('covid', 'NN'), ('http', 'NN'), ('fjvknxgeor', 'JJ'), ('report', 'NN'), ('death', 'NN'), ('toll', 'NN'), ('think', 'VBP'), ('when', 'WRB'), ('sneez', 'NN'), ('groceri', 'NN'), ('store', 'NN'), ('everyon', 'NN'), ('around', 'IN'), ('send', 'JJ'), ('dagger', 'NN'), ('eye', 'NN'), ('soul', 'NN'), ('punctur', 'NN'), ('coronaviru', 'VBP'), ('http', 'NN'), ('want', 'VBP'), ('play', 'NN'), ('home', 'NN'), ('derbi', 'NN'), ('nice', 'JJ'), ('work', 'NN'), ('jkanner', 'NN'), ('american', 'JJ'), ('woman', 'NN'), ('left', 'VBD'), ('cruis', 'JJ'), ('ship', 'JJ'), ('test', 'NN'), ('posit', 'NN'), ('coronaviru', 'JJ'), ('american', 'JJ'), ('woman', 'NN'), ('left', 'VBD'), ('http', 'JJ'), ('iuskerhmpz', 'JJ'), ('fuck', 'NN'), ('surpris', 'NN'), ('dolli', 'NN'), ('fuckin', 'JJ'), ('parton', 'NN'), ('horoscop', 'NN'), ('anyth', 'NN'), ('coronaviru', 'NN'), ('ruin', 'JJ'), ('life', 'NN'), ('everi', 'VBD'), ('person', 'NN'), ('listen', 'JJ'), ('everi', 'NN'), ('minut', 'NN'), ('tri', 'NN'), ('think', 'VBP'), ('make', 'VB'), ('tweet', 'NN'), ('relat', 'JJ'), ('coronaviru', 'NN'), ('johnraphael', 'NN'), ('type', 'NN'), ('coronaviru', 'NN'), ('novel', 'JJ'), ('amaz', 'NN'), ('chill', 'NN'), ('bone', 'VBP'), ('blown', 'VBN'), ('away', 'RB'), ('report', 'JJ'), ('theatlant', 'NN'), ('late', 'JJ'), ('glad', 'NN'), ('subscrib', 'NNS'), ('hope', 'VBP'), ('realdonaldtrump', 'VBP'), ('evil', 'JJ'), ('thi', 'NN'), ('pictur', 'NN'), ('deviat', 'NN'), ('sooo', 'NNS'), ('make', 'VBP'), ('back', 'RB'), ('crown', 'JJ'), ('town', 'NN'), ('corona', 'NNS'), ('motel', 'VBP'), ('harbor', 'JJ'), ('area', 'NN'), ('noth', 'DT'), ('funni', 'JJ'), ('crunch', 'NN'), ('fit', 'NN'), ('http', 'NN'), ('hhxchqg', 'NN')]",like prison system california york covid disproportion harm kill black brown indigen nativ peopl color take stand racism stopthespread need http quxpqefql fuck joss main sale season everyth http jofeu activerealti actvr corona articl realest season sale everyth http kyyzflbp goplead millanpatterson democrat wors socialist scapegoat crat plan http razlpl kelseyremig portilho spill corona floor forgiven coronaviru pandem demonstr incompet polit ideologu come actual manag wherev polit hack charg citizen pay sever price livelihood civil right tissu tuesday cave corona viru allerg respons life gener wanderlust adventureisoutther calilif allergiesallaround santa clara california http nzdh break plea join free webinar spanish small busi owner feder covid disast loan paycheck protect program care relief packag thi friday april thank montereycobiz calcoastalsbdc http opxl tvhe repandybiggsaz trust adam schiff less oxygen tank make wuhan china ccovid http jinjsp youtub understand wear mask someon plea explain peopl wear drive car alon facemask covid corona realcandaceo back home foil watch stupid covid ohio lead mikedewin lucki loser refund dinner tonight cashapp suprememast findom refund master losangel covid http fjvknxgeor report death toll think sneez groceri store everyon around send dagger eye soul punctur coronaviru http want play home derbi nice work jkanner american woman leave cruis ship test posit coronaviru american woman leave http iuskerhmpz fuck surpris dolli fuckin parton horoscop anyth coronaviru ruin life everi person listen everi minut tri think make tweet relat coronaviru johnraphael type coronaviru novel amaz chill bone blow away report theatlant late glad subscrib hope realdonaldtrump evil thi pictur deviat sooo make back crown town corona motel harbor area noth funni crunch fit http hhxchqg,1
